station_code,station_name,latitude,longitude,province_clean,municipality_name_clean
65407,L'Hospitalet De L'Infant,40.9958894,0.9207072,tarragona,vandellòs i l'hospitalet de l'infant
65408,Mont-Roig Del Camp,41.0449873,0.9906773,tarragona,mont-roig del camp
65403,Camarles-Deltebre,40.774744,0.671661,tarragona,camarles
65404,L'Ampolla-Perello-Deltebre,40.8120007,0.7082488,tarragona,"ampolla, l'"
65402,L'Aldea-Amposta-Tortosa,40.7535546,0.6142432,tarragona,"aldea, l'"
65401,Camp-Redo,40.7591771,0.5558199,tarragona,tortosa
67200,Teruel,40.3410032,-1.1103442,teruel,teruel
67021,Calamocha,40.9034355,-1.3004167,teruel,calamocha
67113,Monreal Del Campo,40.7965976,-1.3565684,teruel,monreal del campo
67100,Caminreal-Fuentes Claras,40.8504763,-1.3380704,teruel,caminreal
67105,Santa Eulalia Del Campo,40.5728311,-1.3130623,teruel,santa eulalia
67107,Cella,40.4552778,-1.2447801,teruel,cella
67101,Torrijo Del Campo,40.8260035,-1.3405037,teruel,torrijo del campo
67103,Villafranca Del Campo,40.684065,-1.3578996,teruel,villafranca del campo
67202,Puerto Escandon,40.2732626,-0.9845119,teruel,"puebla de valverde, la"
67203,Puebla De Valverde,40.2123416,-0.9438361,teruel,"puebla de valverde, la"
67205,Sarrion,40.1462637,-0.8234154,teruel,sarrion
67206,Mora De Rubielos,40.117977,-0.7733837,teruel,mora de rubielos
67207,Rubielos De Mora,40.1106445,-0.7408539,teruel,rubielos de mora
67017,Ferreruela,41.0634645,-1.2379394,teruel,ferreruela de huerva
67016,Villahermosa,41.1085134,-1.2398555,teruel,villahermosa del campo
67018,Cuencabuena,41.0093948,-1.2546971,teruel,calamocha
67019,Lechago,40.9576557,-1.2690956,teruel,calamocha
67020,Navarrete,40.9368706,-1.2616324,teruel,calamocha
71200,La Puebla De Hijar,41.224432,-0.438385,teruel,"puebla de hijar, la"
71201,Samper,41.1822141,-0.3687029,teruel,samper de calanda
92102,Toledo,39.8623647,-4.0112049,toledo,toledo
35005,Illescas,40.1208723,-3.8423354,toledo,illescas
66002,Ocaña,39.9646427,-3.48602,toledo,ocana
66001,Ontigola,40.0016342,-3.5736938,toledo,ontigola
66003,Noblejas,39.9725107,-3.4426771,toledo,noblejas
66004,Villarrubia De Santiago,39.9662691,-3.367264,toledo,villarrubia de santiago
66005,Santa Cruz De La Zarza,39.9729183,-3.1809388,toledo,santa cruz de la zarza
35105,Torrijos,39.9789578,-4.2830853,toledo,torrijos
35107,Erustes,39.9495218,-4.4875523,toledo,erustes
35203,Oropesa De Toledo,39.9217431,-5.1861473,toledo,oropesa
35200,Talavera De La Reina,39.9706129,-4.826512,toledo,talavera de la reina
35109,Montearagon,39.9608322,-4.6465299,toledo,montearagon
60203,Villasequilla,39.8794911,-3.7285349,toledo,villasequilla
60206,Tembleque,39.7224617,-3.4970336,toledo,tembleque
60207,El Romeral,39.6940137,-3.4300228,toledo,"romeral, el"
60301,Quero,39.5041874,-3.2660226,toledo,quero
60300,Villacañas,39.6219519,-3.3301228,toledo,villacanas
3216,Valencia Joaquin Sorolla,39.4600028,-0.3813222,valencia,valencia
66113,Las Cuevas,39.6194064,-1.2841209,valencia,utiel
66112,Camporrobles,39.6448311,-1.40283,valencia,camporrobles
3213,Requena-Utiel,39.5217269,-1.1346669,valencia,requena
69002,Beniganim,38.9384428,-0.4531915,valencia,benigànim
69003,La Pobla Del Duc,38.915336,-0.4454842,valencia,"pobla del duc, la"
69006,Albaida,38.8456849,-0.5182685,valencia,albaida
69008,Ontinyent,38.8095064,-0.6025968,valencia,ontinyent
69007,Agullent,38.8305232,-0.551209,valencia,agullent
69005,Bufali,38.8673771,-0.5104955,valencia,bufali
69004,Montaberner,38.8840538,-0.4915503,valencia,montaverner
69001,Genoves,38.9741833,-0.4851401,valencia,genoves
10600,Valladolid-Campo Grande,41.6422174,-4.7269748,valladolid,valladolid
10610,Valladolid Universidad,41.6603,-4.704194,valladolid,valladolid
10504,Viana,41.5240754,-4.7545409,valladolid,viana de cega
10501,Pozaldez,41.3673544,-4.8360354,valladolid,pozaldez
10502,Matapozuelos,41.4219131,-4.8013828,valladolid,matapozuelos
10503,Valdestillas,41.4887255,-4.7729556,valladolid,valdestillas
10602,Cabezon Del Pisuerga,41.7372984,-4.6513243,valladolid,cabezon de pisuerga
10603,Corcos-Aguilarejo,41.7663972,-4.6233663,valladolid,corcos
10604,Cubillas De Santa Marta,41.8089815,-4.5796172,valladolid,cubillas de santa marta
8240,Medina Del Campo A.V.,41.2914,-4.9227,valladolid,medina del campo
10500,Medina Del Campo,41.3172763,-4.9096181,valladolid,medina del campo
32001,Campillo,41.259589,-5.0178259,valladolid,"campillo, el"
32002,El Carpio,41.2154451,-5.114406,valladolid,carpio
32003,Fresno El Viejo,41.1901362,-5.1379807,valladolid,fresno el viejo
31002,Nava Del Rey,41.3347534,-5.0767733,valladolid,nava del rey
30200,Zamora,41.515937,-5.7397167,zamora,zamora
31104,Carbajales De Alba,41.6815622,-5.9720564,zamora,carbajales de alba
31200,Puebla De Sanabria,42.0456228,-6.6266696,zamora,puebla de sanabria
31106,Ferreruela De Tabara,41.764136,-6.0738829,zamora,ferreruela
31107,Abejera,41.8094175,-6.1418293,zamora,riofrio de aliste
31108,Sarracin De Aliste,41.8483203,-6.205017,zamora,riofrio de aliste
31109,Cabañas De Aliste,41.8546058,-6.2463492,zamora,riofrio de aliste
31112,Linarejos-Pedroso,41.9469542,-6.4845953,zamora,manzanal de arriba
31006,Toro,41.5118477,-5.3833163,zamora,toro
70504,Ateca,41.3245706,-1.7852674,zaragoza,ateca
70500,Ariza,41.3096622,-2.0595452,zaragoza,ariza
70502,Alhama De Aragon,41.2943546,-1.9042781,zaragoza,alhama de aragon
70503,Bubierca,41.3172399,-1.8558469,zaragoza,bubierca
70605,Mores,41.4786035,-1.5661824,zaragoza,mores
70606,Purroy,41.4771806,-1.5400778,zaragoza,mores
70607,Morata De Jalon,41.4755371,-1.4785739,zaragoza,morata de jalon
70700,Ricla-La Almunia,41.5014644,-1.402843,zaragoza,ricla
70701,Calatorao,41.5286384,-1.3607504,zaragoza,calatorao
70703,Epila,41.609653,-1.3009674,zaragoza,epila
70405,Monreal De Ariza,41.2986119,-2.1098883,zaragoza,monreal de ariza
70501,Cetina,41.2959001,-1.9598888,zaragoza,cetina
70505,Terrer,41.3221944,-1.7084722,zaragoza,terrer
70702,Salillas De Jalon,41.567595,-1.3259524,zaragoza,salillas de jalon
70704,Rueda De Jalon-Lumpiaque,41.6391743,-1.2815663,zaragoza,rueda de jalon
70705,Plasencia De Jalon,41.6894768,-1.234261,zaragoza,plasencia de jalon
70706,Grisen,41.7451803,-1.1659036,zaragoza,grisen
70603,Paracuellos-Sabiñan,41.429389,-1.5677113,zaragoza,paracuellos de la ribera
70604,Sabiñan,41.4440632,-1.5711643,zaragoza,sabinan
70600,Calatayud,41.3466673,-1.6387414,zaragoza,calatayud
70602,Embid De Jalon,41.4214023,-1.5931741,zaragoza,calatayud
67010,Cariñena,41.3354867,-1.2285589,zaragoza,carinena
67004,Maria De Huerva,41.5400975,-0.9974668,zaragoza,maria de huerva
67007,Arañales De Muel,41.4690568,-1.0860655,zaragoza,muel
67009,Longares,41.4044584,-1.1588558,zaragoza,longares
67011,Encinacorba,41.2886981,-1.2786679,zaragoza,encinacorba
67013,Villarreal De Huerva,41.1963733,-1.2871356,zaragoza,villarreal de huerva
67014,Villadoz,41.1655526,-1.2788559,zaragoza,villadoz
67015,Badules,41.1394432,-1.2515629,zaragoza,badules
81210,Alagon,41.7713963,-1.1124662,zaragoza,alagon
81209,Cabañas De Ebro,41.7881077,-1.1677489,zaragoza,cabanas de ebro
81207,Luceni,41.8262594,-1.2438583,zaragoza,luceni
81206,Gallur,41.8671808,-1.3212745,zaragoza,gallur
81208,Pedrola,41.8050062,-1.2019686,zaragoza,pedrola
71204,Caspe,41.239866,-0.0427502,zaragoza,caspe
71205,Val De Pilas,41.2295857,0.0732292,zaragoza,caspe
71103,Fuentes De Ebro,41.5151657,-0.618599,zaragoza,fuentes de ebro
71105,Quinto,41.4194178,-0.4907242,zaragoza,quinto
71108,La Zaida-Sastago,41.3204871,-0.427001,zaragoza,"zaida, la"
71206,Fabara,41.234438,0.143302,zaragoza,fabara
71207,Nonaspe,41.213588,0.2419351,zaragoza,nonaspe
78100,Zuera,41.8772888,-0.7641418,zaragoza,zuera
78005,Villanueva De Gallego,41.7656646,-0.822169,zaragoza,villanueva de gallego
3410,Elx Alta Velocidad,38.24625,-0.76566,alacant,elx
56310,Huercal-Viator,36.88348,-2.43614,almeria,huercal de almeria
65422,Cambrils,41.06959,1.05292,tarragona,cambrils
60420,L'Hospitalet De L'Infant,40.99943,0.9131,tarragona,l'hospitalet de l'infant
8247,Sanabria Alta Velocidad,42.04541,-6.56626,zamora,palacios de sanabria
11602,Hendaya,43.3523863,-1.7825502,nan,hendaya
77310,Latour De Carol,42.459039,1.904475,nan,latour de carol
79316,Cerbere,42.4417955,3.1639182,nan,cerbere
87004,Les Aubrais Orleans,47.925019,1.905508,nan,les aubrais orleans
87011,Paris Austerlitz,48.839266,2.368222,nan,paris
87013,Paris Gare Lyon,48.844288,2.37367,nan,paris
87078,Beziers,43.336225,3.219231,nan,beziers
87079,Toulouse Matabiau,43.611439,1.454144,nan,toulouse
87081,Poitiers,46.583303,0.33036,nan,poitiers
87088,Narbonne,43.191027,3.005967,nan,narbonne
87089,Marseille St Charles,43.30349,5.382236,nan,marselle cedex
87173,Montpellier St Roch,43.60583,3.882376,nan,montpellier
87175,Sete,43.412808,3.69641,nan,sete
87176,Carcassonne,43.218142,2.351832,nan,carcassonne
87287,Agde,43.317424,3.466125,nan,agde
87302,Nimes,43.832291,4.365845,nan,nimes
87303,Lyon Part Dieu,45.760281,4.859801,nan,lyon
87374,Perpignan,42.696073,2.879632,nan,perpignan
87546,Blois,47.581543,1.321077,nan,blois
87810,Valence Tgv Rhone Alpes Sud,44.991545,4.978703,nan,rhone - alpes
87814,Avignon Tgv,43.921938,4.785813,nan,avignon
87912,Aix En Provence Tgv,43.455268,5.31723,nan,aix en provence
22402,Valença Do Minho,42.03481,-0.64495,nan,valença do minho
87300,Montpellier Sai,43.60502,3.88072,nan,montpellier
87402,Avignon,43.94173,4.80529,nan,avignon
87896,Avignon Tgv,43.92179,4.78588,nan,avignon
87901,Aix-En-Provence Tgv,43.45532,5.31722,nan,aix-en-provence
87973,Montpellier Sud De France,43.59537,3.92427,nan,montpellier
94021,Nine,41.45534,-8.54513,nan,vila nova de famalicão
94033,Viana Do Castelo,41.69517,-8.83134,nan,viana do castelo
94346,Porto-Campanha,41.1489,-8.58544,nan,oporto
94401,Lisboa-Santa Apolonia,38.71428,-9.12259,nan,lisboa
94404,Lisboa-Oriente,38.76798,-9.10124,nan,lisboa
94428,Entroncamento,39.46144,-8.47307,nan,entroncamento
94434,Caxarias,39.71438,-8.54516,nan,caxarias
94438,Pombal,39.91677,-8.63007,nan,pombal
94452,Coimbra-B,40.22513,-8.441,nan,coimbra
94524,Sta. Comba Dao,40.39071,-8.12442,nan,vimieiro
94536,Mangualde,40.5865,-7.76026,nan,mangualde
94543,Celorico-Beira,40.6652,-7.38246,nan,celorico da beira
94551,Guarda,40.55271,-7.23984,nan,guarda
94563,Vilar Formoso,40.60645,-6.8291,nan,vilar formoso
95100,Delicias-Empalme,40.40027,-3.69247,nan,madrid
